Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure,Age,Total_Spend,ClusterLabel
Graduation,Married,0.7897543663102454,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,-0.2012380445931034,-0.6909718496517704,0.7735973410713471,0
2n Cycle,Married,-1.2029430534834002,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,-0.29016865474322434,-1.460362263332897,-0.916442895422798,1
Graduation,Married,0.5916843265372875,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,0.5250286049662177,1.1042724489375249,0.612562072957465,0
PhD,Single,-0.6131424356516499,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,-1.6834148804284526,-0.9474353208788125,-0.9745484045360544,1
Graduation,Together,0.7792669033138434,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0.31258325849648433,-1.1184109683635073,0.8997693037172755,0
Basic,Married,-0.9529124015919046,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,-1.678474290975668,0.6768333302257878,-0.9363647842616287,1
Master,Married,-0.17592645936982576,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,-0.5026140012129577,-0.5199962021670756,-0.6358762942759311,1
PhD,Divorced,-1.061759555418199,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,1.4588000115424877,-0.4345083784247282,-0.8400756548739466,1
PhD,Married,-0.048646794822582023,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,0.41139504755217426,1.9591506863609989,-0.6607786553244696,1
Graduation,Single,0.7293322783650652,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,1.3748099908451512,-1.3748744395905497,0.5992808137315778,0
PhD,Together,1.3186561933333427,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,0.1594249854601649,1.4462237439069143,0.9263318221690499,0
Graduation,Married,-0.3802730868451759,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,-1.2387618296778478,0.16390638777170352,-0.9679077749231109,1
Graduation,Together,-0.38337165545774926,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,1.2562358439783232,1.1897602726798722,-0.5893918869853259,1
Graduation,Single,-0.8928875660329516,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,1.5576118005981776,-1.3748744395905497,-0.7338255810668491,1
PhD,Married,-0.9241513288290443,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,1.3352852752228752,-0.6909718496517704,-0.5611692111303156,1
PhD,Together,-0.508545882357988,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,-0.13206979225412044,-0.34902055468238086,-0.8384154974707108,1
2n Cycle,Married,0.5217281813226508,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,-0.10736684499019795,-1.2893866158482021,-0.242418989709023,1
Basic,Single,-1.272899198698037,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,1.014146960791883,-0.8619474971364652,-0.9297241546486852,1
PhD,Single,-0.38786060742211836,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,-1.0954847355470974,-0.6054840259094231,-0.7686888865348029,1
Graduation,Married,0.4907424951969172,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,1.3303446857700907,0.07841856402935612,1.2135390529288603,0
Graduation,Together,0.7545975301291248,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,-0.6952969898715532,0.8478089777104827,0.5146127861665469,0
Graduation,Together,-0.700617411098913,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,0.9400381190001155,-0.17804490719768606,-0.4798214983717565,1
Graduation,Single,-0.21183807508477845,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,1.2315328967144008,0.16390638777170352,-0.58773172958209,1
Graduation,Married,-0.12483980250098824,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,1.4439782431841341,-0.34902055468238086,-0.17435253617635113,1
Graduation,Together,-0.6420226841303784,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,-0.7496434738521827,-1.2038987921058548,-0.8101928216157005,1
2n Cycle,Together,0.3417331251230373,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1.5625523900509621,-0.8619474971364652,1.0674452014441014,0
Graduation,Together,0.9955708276146368,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,-0.5668416640991563,-0.8619474971364652,0.6009409711348137,0
Graduation,Together,-0.723419698068363,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,-0.12712920280133594,1.6171993913916092,-0.8815795899548441,1
PhD,Single,-0.13183144449858963,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,-1.3622765659974603,0.5058576827410931,-0.9048217936001467,1
2n Cycle,Together,1.1872053787307117,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,-0.1765350973291809,0.5913455064834405,1.28658597867124,0
Graduation,Single,-0.577588347084302,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,-1.0460788410192525,-0.6054840259094231,-0.8682983307289569,1
Graduation,Together,-0.7215128866144718,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,-0.013495645387292504,1.4462237439069143,-0.5844114147756182,1
Master,Married,-0.9421468619251433,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,0.12978144874345793,0.7623211539681353,-0.9363647842616287,1
Graduation,Single,0.40910712982719627,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,-0.4186239805156213,1.1897602726798722,-0.34700890611288465,1
Master,Single,-0.6341570868830769,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,-1.3820389238085984,-0.6909718496517704,-0.8815795899548441,1
Graduation,Together,0.44362836219035323,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,-1.6340089859006077,0.4203698589987457,0.48971042511800844,0
2n Cycle,Together,0.9350295639535883,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,-1.4610883550531502,-1.03292314462116,0.35855799026237245,0
Graduation,Together,1.039983644394855,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,-1.7377613644090821,-0.6054840259094231,0.9495740258143525,0
Graduation,Together,0.9321693467727513,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1.3303446857700907,-0.4345083784247282,2.1814108190153894,0
Master,Together,0.2839726281655802,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,0.3619891530243293,1.5317115676492619,-0.7006224330021311,1
Graduation,Single,-0.6024960717007569,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,0.5546721416829247,0.24939421151405092,-0.2889033969996282,1
Graduation,Married,-0.299829478634137,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,-0.9077423363412865,1.5317115676492619,-0.9513062008907519,1
Graduation,Together,0.069138537693828,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,0.1594249854601649,0.9332968014528301,0.4980112121341879,0
PhD,Single,-1.791313562724732,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,-0.7397622949466136,0.24939421151405092,-0.31712607285463845,1
Graduation,Single,-1.3322089799617807,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,0.1791873432713029,0.4203698589987457,-0.9347046268583928,1
Graduation,Married,1.5148194216524093,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,-1.4413259972420123,1.1042724489375249,1.6285784037378352,0
PhD,Single,0.43389567872778306,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,1.2216517178088317,-0.4345083784247282,1.9755513010141381,0
Graduation,Together,-0.5751651075283151,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,1.3797505802979357,0.24939421151405092,-0.9413452564713365,1
PhD,Single,-0.21767768516232053,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1.1673052338282024,0.5058576827410931,0.8898083592978601,0
Master,Married,1.0923415088996198,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,-1.7427019538618667,-0.0070692597129912655,0.5096323139568393,0
Graduation,Together,0.4358024901816744,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,0.84616691939721,-1.9732892057869813,1.4858048670595478,0
Graduation,Divorced,0.7879270053335996,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,0.7226521830775976,1.2752480964222197,1.2135390529288603,0
PhD,Together,-1.2075114559250149,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,-0.05302036100956848,-1.2038987921058548,-0.9629273027134031,1
2n Cycle,Together,0.2520732615515238,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,-0.3939210332516988,-1.1184109683635073,0.2589485460682185,1
Graduation,Single,0.7963090306829967,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,-0.04313918210399949,1.5317115676492619,1.201917951106209,0
Graduation,Married,-0.07347506896179155,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,-0.25558452857373287,1.1042724489375249,-0.13616891590192545,1
PhD,Together,-0.78074321740097,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,-1.678474290975668,0.6768333302257878,-0.9928101359716494,1
Graduation,Together,0.4104180627017465,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,-1.3375736187335379,0.5913455064834405,0.5743784526830393,0
Master,Divorced,-0.3019746415197647,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,-0.45814869613789727,-0.17804490719768606,-0.8948608491807313,1
Master,Single,-0.751624617490505,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,-0.4235645699684058,-0.17804490719768606,-0.7902709327768697,1
Graduation,Married,0.4659936715349532,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,-0.14689156061247394,0.07841856402935612,0.45650727705329047,0
2n Cycle,Together,0.01098078835014359,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1.5279682638814707,-0.7764596733941178,0.8997693037172755,0
Graduation,Married,-1.07034020696071,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,-0.32969337036550034,-0.0070692597129912655,-0.9463257286810441,1
PhD,Widow,0.07446171966927452,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,-0.2259409918570259,0.3348820352563983,-0.3636104801452436,1
Graduation,Together,1.0391096891451546,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,0.7177115936248131,-1.460362263332897,1.3629532192200913,0
Master,Married,1.1322653737154689,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,0.23847441670471686,0.9332968014528301,1.7032854868834506,0
Master,Together,-1.1745792331067673,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,0.24341500615750136,-0.5199962021670756,-0.720544321840962,1
Graduation,Single,-0.9137035910712649,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,-0.4433269277795438,-1.5458500870752443,-0.8433959696804184,1
Graduation,Together,-0.2910104756598898,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,0.5793750889468472,0.8478089777104827,-0.6508177109050541,1
PhD,Married,0.09758180854770644,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,0.7078304147192441,0.5913455064834405,0.5345346750053778,0
Graduation,Together,-0.16091031917043186,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,-1.2486430085834168,-0.4345083784247282,-0.6441770812921106,1
Graduation,Married,0.10218993622794373,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,-0.30993101255436234,-0.6909718496517704,-0.718884164437726,1
Graduation,Together,-0.4233352455122209,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,1.0487310869613744,-0.7764596733941178,-0.8550170715030697,1
PhD,Married,1.1162561025505064,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,-0.30004983364879334,-0.09255708345533865,0.7387340356033933,0
Graduation,Married,-0.17850859988030357,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,0.5447909627773557,1.0187846251951775,-0.5512082667109002,1
2n Cycle,Married,0.4264670591053316,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1.6860671263705747,1.1897602726798722,-0.03323915690129973,0
PhD,Divorced,0.2024564385117275,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1.4390376537313496,1.2752480964222197,1.7514300515772916,0
PhD,Together,-0.7914690318291085,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,0.7374739514359511,-1.1184109683635073,-0.7437865254862644,1
Master,Widow,1.299667529271675,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,0.1841279327240874,1.360735920164567,0.6922496283127881,0
Master,Divorced,-0.9997087326894867,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,-1.4166230499780899,0.07841856402935612,-0.9496460434875159,1
Master,Together,0.6320848942166093,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,-0.25558452857373287,1.0187846251951775,0.7221324615710343,0
Master,Together,0.5362278934199491,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,-0.7397622949466136,0.3348820352563983,-0.3519893783225923,1
PhD,Married,1.3744701535982857,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,1.4884435482591947,-0.5199962021670756,-0.08304387899837669,0
PhD,Married,-1.9152960324662889,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,-1.717999006597944,0.5058576827410931,-0.9928101359716494,1
Graduation,Married,-0.8796590615715808,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,0.011207301876629983,-1.8023135583022865,-0.8932006917774954,1
PhD,Married,0.21723422727938502,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,-0.9126829257940711,0.24939421151405092,-0.20091505462812553,1
Graduation,Single,-1.0816618999681895,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,-1.0213758937553299,-1.6313379108175918,-0.9513062008907519,1
2n Cycle,Single,1.2322935245675162,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1.4588000115424877,-2.2297526770140235,1.2583633028162298,0
Graduation,Together,-1.1900323509310113,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,0.25823677451585486,-0.5199962021670756,-0.9861695063587057,1
PhD,Married,0.7914228263324004,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1.2562358439783232,-0.7764596733941178,1.318128969332722,0
Graduation,Together,0.47763316645141457,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,0.8906322244722705,0.6768333302257878,1.6053362000925326,0
PhD,Single,1.2114774995292028,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,-0.30499042310157787,-1.2893866158482021,1.188636691880322,0
Master,Divorced,0.8760773098374491,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,-0.16171332897082744,-0.17804490719768606,1.0126600071373166,0
Master,Single,0.23757354945422546,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,1.1623646443754179,1.5317115676492619,-0.8367553400674749,1
Master,Together,-1.2399272506411667,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,0.030969659687767975,-0.6054840259094231,-0.8682983307289569,1
PhD,Married,0.7102641638261522,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,0.8165233826805031,-0.26353273094003343,1.5422502187695684,0
Graduation,Together,0.07029056961388733,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,1.4588000115424877,-1.3748744395905497,-0.04320010132071512,1
PhD,Married,0.668433487556412,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,1.211770538903263,0.24939421151405092,0.5328745176021418,0
2n Cycle,Divorced,-1.6203361356924795,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,-0.7792870105688896,-0.5199962021670756,-0.9845093489554698,1
Graduation,Single,0.38090221040505423,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,-0.13701038170690494,-0.8619474971364652,-0.30384481362875126,1
Graduation,Married,0.7408525975656584,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,-0.47297046449625074,-0.17804490719768606,0.5859995545056906,0
Graduation,Married,0.6702608485330578,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1.2018893599976939,-1.1184109683635073,1.5737932094310505,0
Graduation,Widow,0.31666649955209136,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,1.3649288119395822,-0.34902055468238086,0.0813117039219773,0
Master,Together,-0.768587294382413,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,-0.28522806529043987,0.07841856402935612,-0.916442895422798,1
Graduation,Single,-0.6951353281689755,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,-1.5055536601282107,-1.2893866158482021,-0.9745484045360544,1
Master,Together,-0.8619813303844636,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1.3945723486562893,-0.17804490719768606,-0.3984737856131975,1
2n Cycle,Together,1.1953093274097497,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,-1.1992371140555718,-0.6909718496517704,2.7392237065026515,0
PhD,Divorced,-1.0167508600586401,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,-1.1547718089805115,0.16390638777170352,-0.9380249416648646,1
Graduation,Divorced,0.7029547199195689,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,0.13966262764902693,0.4203698589987457,0.7337535633936856,0
Graduation,Single,-0.3072183730179658,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,-1.3820389238085984,-0.26353273094003343,-0.9280639972454493,1
PhD,Single,0.31634869764310947,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,0.9350975295473309,1.788175038876304,0.12945626861581838,0
Graduation,Divorced,-0.10322927269022027,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,-1.3968606921669517,1.4462237439069143,-0.9430054138745724,1
2n Cycle,Single,-1.1284582310657716,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,-1.0460788410192525,-1.5458500870752443,-0.9363647842616287,1
Master,Widow,-0.7621518057255299,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,1.621839463484376,0.8478089777104827,0.37847987910120323,1
Graduation,Married,0.8210578543449608,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,-0.962088820321916,0.9332968014528301,1.5073869133016145,0
PhD,Together,0.6938179150363398,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,0.6979492358136751,1.5317115676492619,0.7171519893613266,0
Graduation,Divorced,0.7175736077327355,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,-0.023376824292861496,-0.5199962021670756,1.6418596629637223,0
PhD,Married,0.7311993645803337,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,1.3254040963173064,-1.2893866158482021,2.027016180514451,0
PhD,Married,-0.867622314268892,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,-1.4512071761475813,-0.0070692597129912655,-0.9513062008907519,1
PhD,Divorced,-0.06437798931718518,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,-1.3919201027141672,0.07841856402935612,-0.7603880995186235,1
Master,Single,0.41852201138078454,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,0.25823677451585486,-0.0070692597129912655,0.562757350860388,0
PhD,Single,-0.87151538765392,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,-1.5450783757504867,-1.3748744395905497,-0.9612671453101672,1
Graduation,Single,0.007008264487870064,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,1.2315328967144008,-1.2893866158482021,-0.2606807211446179,1
PhD,Married,-0.32104275605867766,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,-0.952207641416347,1.0187846251951775,-0.9313843120519211,1
PhD,Divorced,1.3801508627213368,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,-0.5915446113630787,-0.17804490719768606,1.8178363477067276,0
Graduation,Together,0.9651412948296216,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,-0.30004983364879334,-0.5199962021670756,0.35357751805266474,0
Graduation,Married,-0.40343290096223056,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,0.6633651096441836,-1.1184109683635073,-0.373571424564659,1
PhD,Married,0.6081703005657226,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,1.5477306216926088,-1.6313379108175918,2.521743086678749,0
Master,Together,1.4373949315766983,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,-1.4610883550531502,-1.7168257345599391,2.4271141146943025,0
Graduation,Married,-0.8373516824383678,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,0.8115827932277185,-1.3748744395905497,-0.8882202195677877,1
Graduation,Divorced,0.37478452365715303,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,-1.6191872175422541,0.07841856402935612,0.20748366656790562,0
Graduation,Single,0.6944932440929263,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,-1.5796625019199781,-0.4345083784247282,0.32203452739118266,0
Graduation,Divorced,-0.12221793675188772,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,-0.5026140012129577,1.7026872151339567,-0.6159544054371002,1
Basic,Together,-1.0866672800346542,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1.5032653166175483,-0.7764596733941178,-0.8749389603419006,1
PhD,Single,1.5372244562356319,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,-1.3029894925640464,1.2752480964222197,1.7896136718517173,0
PhD,Single,2.4429996220726187,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,-1.5895436808255472,2.044638510103346,-0.5478879519044284,0
PhD,Together,0.28027818097366586,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,0.13472203819624243,1.6171993913916092,-0.16605174916017165,0
PhD,Married,-0.2573234733078103,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,0.6781868780025371,0.4203698589987457,-0.8948608491807313,1
Graduation,Single,-1.1952760824292123,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,-1.3672171554502448,-1.2038987921058548,-0.9264038398422134,1
Master,Married,0.8405232212701012,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,-1.2387618296778478,-1.5458500870752443,-0.34866906351612054,1
Graduation,Divorced,-0.8905437769542103,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,-0.5223763590240957,-0.17804490719768606,-0.9430054138745724,1
Graduation,Married,-0.26014396525002453,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,-0.981851178133054,0.07841856402935612,-0.4997433872105873,1
Graduation,Married,0.4204288228346758,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0.29776149013813086,1.2752480964222197,0.612562072957465,0
PhD,Married,0.32790874208232546,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,-0.28522806529043987,-0.17804490719768606,0.6988902579257317,0
Graduation,Together,-0.7548423618189466,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,-1.0361976621136835,-1.460362263332897,-0.8915405343742595,1
Graduation,Married,-0.6568799233752814,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,0.5596127311357092,0.8478089777104827,-0.9313843120519211,1
Master,Married,-0.8223752674775965,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,-0.3840398543461298,-0.9474353208788125,-0.9230835250357415,1
2n Cycle,Together,1.6016985185203312,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,-1.4018012816197363,0.7623211539681353,1.089027247686168,0
Graduation,Single,0.6017348119088395,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,1.1969487705449093,-0.09255708345533865,1.465882978220717,0
Master,Together,1.1256709841040948,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1.3303446857700907,-0.17804490719768606,1.5887346260601736,0
Graduation,Married,1.0182936641068414,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,1.592195926767669,0.16390638777170352,2.005434134272384,0
PhD,Widow,0.0016453572738008048,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,0.8214639721332876,0.5058576827410931,0.9811170164758345,0
Graduation,Single,0.19347853458298933,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,1.5823147478621002,0.07841856402935612,-0.31712607285463845,1
